sender_account,amount,sender_country,description,id,timestamp,currency,receiver_account,receiver_country
SE8902CGGR69488718084568,48678.92,Sweden,Payment for invoice #7544,4798,2025-04-01 03:07:00,SEK,SE8902XEKA11659742485329,Sweden
SE8902VPUM81969837191902,20966.81,Sweden,Utility bill,4799,2025-03-14 12:06:00,SEK,SE8902OFTJ79383582820961,Sweden
SE8902AXSS75904959058026,20007.66,Sweden,Freelance project payment,4800,2025-03-04 05:50:00,SEK,SE8902ZFCJ85266822978818,Sweden
SE8902GOTA27808705650145,46.62,Sweden,Unknown,4801,2025-02-11 07:31:00,SEK,SE8902KOWL19108099243979,Sweden
SE8902MKGL15508437601995,25018.14,Sweden,Loan repayment,4802,2025-03-23 07:54:00,SEK,SE8902TUHD34770837374560,Sweden
SE8902OGIR23428207822800,23059.75,Sweden,Loan repayment,4803,2025-04-04 18:09:00,SEK,SE8902AMRJ75051497335013,Sweden
SE8902EPZK82020056741347,8674.18,Sweden,Subscription fee,4804,2025-04-27 14:25:00,SEK,SE8902TARS73293766587552,Sweden
SE8902LOKN91099936771965,8063.21,Sweden,Gift to family member,4805,2025-01-22 17:38:00,SEK,SE8902QQEM64469622591152,Sweden
SE8902JWPZ44810854846338,28045.17,Sweden,Rent transfer,4806,2025-01-30 12:10:00,SEK,SE8902PQQA91803707968793,Sweden
SE8902TCZL47145018856917,43215.99,Sweden,Mobile recharge,4807,2025-05-07 16:48:00,SEK,SE8902ROFI55976431488069,Sweden
SE8902DSLW17149818922650,2147.46,Sweden,Unknown,4808,2025-05-11 10:44:00,SEK,SE8902TMVQ62559128130402,Sweden
SE8902LARY75915594710859,4167.42,Sweden,Online purchase,4809,2025-03-06 01:13:00,SEK,SE8902BADO65968898453667,Sweden
SE8902ZZYD33218163616915,30584.36,Sweden,Utility bill,4810,2025-04-05 00:28:00,SEK,SE8902WBFK37994122017616,Sweden
SE8902JXNJ08943900596647,45423.46,Sweden,Utility bill,4811,2025-04-27 16:16:00,SEK,SE8902KASG36290465086408,Sweden
SE8902TARS73293766587552,41935.29,Sweden,Insurance payout,4812,2025-01-11 04:35:00,SEK,SE8902CWGG49250440286257,Sweden
SE8902ZDQZ85735825212197,18596.62,Sweden,Insurance payout,4813,2025-05-08 14:30:00,SEK,SE8902RTPP26534696624492,Sweden
SE8902IETM52089049623113,1265.95,Sweden,Rent transfer,4814,2025-01-04 07:15:00,SEK,SE8902OZOM23207181936410,Sweden
SE8902LOKN91099936771965,47929.50,Sweden,Tax refund,4815,2025-01-16 20:17:00,SEK,SE8902MDNR23654048962365,Sweden
SE8902DRZG97085120488113,33494.88,Sweden,Utility bill,4816,2025-02-14 02:56:00,SEK,SE8902YULJ56180665771621,Sweden
SE8902RMZQ99119231760140,24485.70,Sweden,Unknown,4817,2025-05-17 07:24:00,SEK,SE8902CUMA73016131740531,Sweden
SE8902QVVH33425126369593,14415.75,Sweden,Mobile recharge,4818,2025-02-03 10:35:00,SEK,SE8902LEIQ16043588196306,Sweden
SE8902PSFY01211467765419,30242.12,Sweden,Consulting fee,4819,2025-05-08 08:10:00,SEK,SE8902YWQH50779746486712,Sweden
SE8902JNFW68474844339506,14102.23,Sweden,Online purchase,4820,2025-01-18 05:27:00,SEK,SE8902FUXQ13611890616632,Sweden
SE8902AAEJ67825986403885,40325.08,Sweden,Salary payment,4821,2025-02-11 15:22:00,SEK,SE8902EZER13441070597944,Sweden
SE8902RXQC04091454093931,36101.81,Sweden,Tax refund,4822,2025-05-14 14:39:00,SEK,SE8902TRFM79815586179217,Sweden
SE8902UYWH41914146129072,20204.68,Sweden,Consulting fee,4823,2025-02-09 18:13:00,SEK,SE8902FUAR93924916890637,Sweden
SE8902ZUOU40396545889546,29356.46,Sweden,Salary payment,4824,2025-05-11 00:41:00,SEK,SE8902JLFC48207582147190,Sweden
SE8902MQQY51782698732487,41884.95,Sweden,Salary payment,4825,2025-02-26 10:59:00,SEK,SE8902WWYX14350160073945,Sweden
SE8902MAVP99765805035027,36826.07,Sweden,Consulting fee,4826,2025-01-26 01:18:00,SEK,SE8902GZKU10549826849499,Sweden
SE8902XZSQ43469647161652,37617.48,Sweden,Payment for invoice #9575,4827,2025-05-01 13:22:00,SEK,SE8902WNIP57815146708414,Sweden
SE8902DBZP90399205881070,38948.29,Sweden,Unknown,4828,2025-04-17 18:07:00,SEK,SE8902LDPN73303918695424,Sweden
SE8902SPOT75366803801987,37831.17,Sweden,Unknown,4829,2025-04-28 16:48:00,SEK,SE8902CUMA73016131740531,Sweden
SE8902LFOG32831877730656,17613.31,Sweden,Gift to family member,4830,2025-03-11 12:00:00,SEK,SE8902GZKC59110904284187,Sweden
SE8902YOEW30639718787528,47429.82,Sweden,Subscription fee,4831,2025-03-01 15:47:00,SEK,SE8902KMMG56349206484127,Sweden
SE8902PLOQ67311426466791,20316.17,Sweden,Salary payment,4832,2025-01-07 14:27:00,SEK,SE8902PEZC68306534625963,Sweden
SE8902PZDL59107473276443,21591.36,Sweden,Payment for invoice #2141,4833,2025-01-19 17:19:00,SEK,SE8902ANWR22887008474492,Sweden
SE8902RASX95864855242605,2095.26,Sweden,Tax refund,4834,2025-01-03 07:54:00,SEK,SE8902OCQK11725418237602,Sweden
SE8902NOXD78517742994470,32372.61,Sweden,Online purchase,4835,2025-04-18 19:26:00,SEK,SE8902FEOU83301563734443,Sweden
SE8902QCOM51159179331018,48284.51,Sweden,Reimbursement for travel,4836,2025-01-30 20:52:00,SEK,SE8902GSZH91391621188990,Sweden
SE8902BCJH45677202414984,30487.53,Sweden,Subscription fee,4837,2025-05-14 07:39:00,SEK,SE8902BRZE40142159892187,Sweden
SE8902KSPR66432840199154,22521.88,Sweden,Payment for invoice #8833,4838,2025-01-15 07:51:00,SEK,SE8902IWYC64669423845053,Sweden
SE8902IEHG40560196591529,17834.21,Sweden,Insurance payout,4839,2025-02-20 13:32:00,SEK,SE8902ONKL85026172925302,Sweden
SE8902TGSS63115928762234,48340.09,Sweden,Gift to family member,4840,2025-04-06 22:05:00,SEK,SE8902LEVI44801863486814,Sweden
SE8902YSLL26649994554341,32933.41,Sweden,Freelance project payment,4841,2025-02-05 16:56:00,SEK,SE8902DGXP57963435565595,Sweden
SE8902GGWE97497502378359,12329.52,Sweden,Mobile recharge,4842,2025-05-13 15:31:00,SEK,SE8902ZJLO95363862694613,Sweden
SE8902FITK67729451632648,10776.41,Sweden,Freelance project payment,4843,2025-04-29 05:56:00,SEK,SE8902CODF26383416794081,Sweden
SE8902WQDY35666811304216,3028.70,Sweden,Online purchase,4844,2025-04-02 15:33:00,SEK,SE8902VZIJ18435178550619,Sweden
SE8902HTRS03259438277897,28187.16,Sweden,Rent transfer,4845,2025-02-23 01:07:00,SEK,SE8902PYVE63223607468293,Sweden
SE8902ONKL85026172925302,5884.95,Sweden,Tax refund,4846,2025-03-12 01:16:00,SEK,SE8902ZJLO95363862694613,Sweden
SE8902JTME09227824695264,40996.68,Sweden,Unknown,4847,2025-01-06 08:47:00,SEK,SE8902BUUB70684057188314,Sweden
SE8902OQZB62959452894569,9203.91,Sweden,Payment for invoice #3356,4848,2025-05-04 10:54:00,SEK,SE8902BRZE40142159892187,Sweden
SE8902PMAG08583189181534,14334.83,Sweden,Unknown,4849,2025-05-18 14:36:00,SEK,SE8902SOSH76024453681329,Sweden
SE8902TBKW34062991571482,43632.94,Sweden,Rent transfer,4850,2025-03-11 01:50:00,SEK,SE8902OEUK98732816702347,Sweden
SE8902FGIY23117081354016,12157.83,Sweden,Subscription fee,4851,2025-04-30 01:27:00,SEK,SE8902KWRS27148391651848,Sweden
SE8902EUXF81891691396825,1201.20,Sweden,Mobile recharge,4852,2025-05-12 03:47:00,SEK,SE8902FUAR93924916890637,Sweden
SE8902BYDD28842601202864,1471.14,Sweden,Utility bill,4853,2025-02-07 05:03:00,SEK,SE8902DDDT67161166312580,Sweden
SE8902TSLW64629501935121,27403.53,Sweden,Freelance project payment,4854,2025-01-03 23:48:00,SEK,SE8902NUWT16017828621340,Sweden
SE8902HTRS03259438277897,3691.86,Sweden,Salary payment,4855,2025-05-05 21:55:00,SEK,SE8902RCMN64982980569854,Sweden
SE8902QVDX07065136908695,48255.39,Sweden,Unknown,4856,2025-01-10 13:51:00,SEK,SE8902RCMP67198715313709,Sweden
SE8902LEVI44801863486814,31083.28,Sweden,Unknown,4857,2025-01-29 18:04:00,SEK,SE8902WSLA24954889786348,Sweden
SE8902ZRRV53604198996393,33663.72,Sweden,Mobile recharge,4858,2025-01-04 11:15:00,SEK,SE8902QXXL08650991961519,Sweden
SE8902GTZD12314857392944,15284.95,Sweden,Subscription fee,4859,2025-03-09 02:16:00,SEK,SE8902PCFD04141042982858,Sweden
SE8902TRFM79815586179217,22252.49,Sweden,Online purchase,4860,2025-04-19 12:53:00,SEK,SE8902JVFU12272732120946,Sweden
SE8902KOWL19108099243979,4715.27,Sweden,Salary payment,4861,2025-04-15 14:54:00,SEK,SE8902PCFD04141042982858,Sweden
SE8902DGXX88147139459340,37480.87,Sweden,Online purchase,4862,2025-04-12 04:07:00,SEK,SE8902HUPY67929894959123,Sweden
SE8902YHDH55973704252760,4267.36,Sweden,Mobile recharge,4863,2025-03-20 20:06:00,SEK,SE8902JFUD24261264737631,Sweden
SE8902FQVQ38132937638029,36588.90,Sweden,Freelance project payment,4864,2025-02-07 08:04:00,SEK,SE8902WZEL99650586037049,Sweden
SE8902FKHJ95461624405436,24703.16,Sweden,Unknown,4865,2025-03-15 17:58:00,SEK,SE8902ZTNG40351896769345,Sweden
SE8902EHTP72915274751435,29005.62,Sweden,Reimbursement for travel,4866,2025-05-18 05:01:00,SEK,SE8902FUJI48043244293392,Sweden
SE8902EANL33346362686121,13424.40,Sweden,Loan repayment,4867,2025-04-23 07:05:00,SEK,SE8902JXNJ08943900596647,Sweden
SE8902SPLA84551710891296,48103.70,Sweden,Reimbursement for travel,4868,2025-03-27 16:33:00,SEK,SE8902VBPS31468933549596,Sweden
SE8902XUYH86436254539837,16884.64,Sweden,Mobile recharge,4869,2025-03-18 06:43:00,SEK,SE8902APRX63562848993577,Sweden
SE8902KWJE25618757328979,20852.33,Sweden,Reimbursement for travel,4870,2025-01-10 06:37:00,SEK,SE8902VROD28357188719403,Sweden
SE8902ASTS23624054451805,42301.76,Sweden,Rent transfer,4871,2025-04-03 16:20:00,SEK,SE8902YLGE04073464233597,Sweden
SE8902FITK67729451632648,36981.50,Sweden,Unknown,4872,2025-01-01 07:09:00,SEK,SE8902ORAT65143572227414,Sweden
SE8902NUWT16017828621340,14669.43,Sweden,Subscription fee,4873,2025-03-26 02:26:00,SEK,SE8902CFVV30512683866714,Sweden
SE8902BCGB09402639721004,38113.03,Sweden,Online purchase,4874,2025-04-25 01:21:00,SEK,SE8902JYVV72673862515999,Sweden
SE8902RWQU01903466709841,40485.20,Sweden,Subscription fee,4875,2025-01-20 03:42:00,SEK,SE8902PEJL40222448009128,Sweden
SE8902GBGP44172108348620,44585.86,Sweden,Salary payment,4876,2023-08-17 13:16:00,SEK,SE8902NXQN75553814880916,Sweden
SE8902NNNR28386574821422,2283.26,Sweden,Payment for invoice #2490,4877,2025-02-08 00:08:00,SEK,SE8902VVUL13283946661384,Sweden
SE8902JHMA69643058655073,33328.73,Sweden,Gift to family member,4878,2025-04-02 23:31:00,SEK,SE8902NOWZ09781738609160,Sweden
SE8902LFPB25372838213647,18417.56,Sweden,Insurance payout,4879,2025-02-01 05:39:00,SEK,SE8902UVRY16194000688254,Sweden
SE8902EGUE04752445182497,40042.96,Sweden,Unknown,4880,2025-02-20 06:03:00,SEK,SE8902YSVI54424221824629,Sweden
SE8902AJRJ35802643947946,6281.86,Sweden,Subscription fee,4881,2025-03-15 03:46:00,SEK,SE8902CWGG49250440286257,Sweden
SE8902ZJEO82962448424927,550.96,Sweden,Utility bill,4882,2025-05-06 13:04:00,SEK,SE8902XXAF74151570423565,Sweden
SE8902DFIF62619409849709,4728.99,Sweden,Reimbursement for travel,4883,2025-05-09 09:10:00,SEK,SE8902RMLX84077931088026,Sweden
SE8902YREH60256445948405,41691.59,Sweden,Utility bill,4884,2025-01-17 01:51:00,SEK,SE8902IOJE14304978072957,Sweden
SE8902LCFU45262185232485,2142.98,Sweden,Unknown,4885,2025-01-22 17:39:00,SEK,SE8902LARY75915594710859,Sweden
SE8902DPEV86073624782716,15803.76,Sweden,Tax refund,4886,2023-10-13 15:24:00,SEK,SE8902HMCZ09136061205337,Sweden
SE8902VWXK42191765114871,42772.21,Sweden,Loan repayment,4887,2025-02-26 18:53:00,SEK,SE8902XPHP30865499209335,Sweden
SE8902OBNT50973876422839,12741.61,Sweden,Unknown,4888,2025-01-01 10:44:00,SEK,SE8902KVOL90407760349687,Sweden
SE8902BFKJ67373461094245,29458.84,Sweden,Reimbursement for travel,4889,2025-03-18 01:16:00,SEK,SE8902UIXL22740523863004,Sweden
SE8902EPQO36893099676290,44859.90,Sweden,Unknown,4890,2025-02-24 20:23:00,SEK,SE8902VANG86827956202560,Sweden
SE8902UITH42469834496346,6463.29,Sweden,Rent transfer,4891,2025-02-21 10:58:00,SEK,SE8902IKZC79179007095909,Sweden
SE8902EUXF81891691396825,20668.97,Sweden,Unknown,4892,2025-02-22 08:28:00,SEK,SE8902YREH60256445948405,Sweden
SE8902HODK85678819977506,38676.53,Sweden,Online purchase,4893,2025-01-07 08:29:00,SEK,SE8902DPTT93032573974424,Sweden
SE8902EFNV74784664776562,10387.11,Sweden,Freelance project payment,4894,2025-01-01 07:50:00,SEK,SE8902GKEP38370221536247,Sweden
SE8902VAPD72818464374400,22070.89,Sweden,Rent transfer,4895,2025-02-13 09:14:00,SEK,SE8902YUBQ50433561046806,Sweden
SE8902EPQO36893099676290,28506.77,Sweden,Utility bill,4896,2025-03-20 20:24:00,SEK,SE8902QYWM08226326615443,Sweden
SE8902VLZY43895735167710,25777.70,Sweden,Rent transfer,4897,2025-01-20 18:14:00,SEK,SE8902KVOL90407760349687,Sweden
SE8902BABM26306156053804,3469.74,Sweden,Payment for invoice #8132,4898,2025-03-25 19:26:00,SEK,SE8902DQLW24559347520043,Sweden
SE8902LVSQ11356198112962,20238.00,Sweden,Reimbursement for travel,4899,2025-03-19 21:01:00,SEK,SE8902EHTP72915274751435,Sweden
SE8902NBPA53790596412090,29583.09,Sweden,Payment for invoice #3681,4900,2025-04-22 14:06:00,SEK,SE8902NNNA87679319218094,Sweden
SE8902OYAH39744900512609,30847.73,Sweden,Subscription fee,4902,2025-03-14 21:21:00,SEK,SE8902BADP38378986803145,Sweden
SE8902BWOT03489901672599,25453.54,Sweden,Salary payment,4903,2025-04-14 07:26:00,SEK,SE8902FFCY95333401231837,Sweden
SE8902QLQD50953604363689,12043.41,Sweden,Gift to family member,4904,2025-02-01 23:02:00,SEK,SE8902FBTR73223116722714,Sweden
SE8902YJGY22142109131075,19705.75,Sweden,Online purchase,4905,2025-03-23 04:01:00,SEK,SE8902WPAU97779463181066,Sweden
SE8902JXNJ08943900596647,14614.29,Sweden,Salary payment,4906,2025-03-12 05:41:00,SEK,SE8902QJSX02120298481356,Sweden
SE8902DQWP79606697709694,33348.82,Sweden,Tax refund,4907,2025-03-25 01:28:00,SEK,SE8902WNIP57815146708414,Sweden
SE8902TDNJ81183782154357,45393.79,Sweden,Loan repayment,4908,2025-01-31 13:12:00,SEK,SE8902PKJC56529381306922,Sweden
SE8902DQLW24559347520043,34336.50,Sweden,Gift to family member,4909,2025-04-18 01:57:00,SEK,SE8902BWKM27720380863718,Sweden
SE8902LKRM96767797463197,41149.77,Sweden,Utility bill,4910,2025-02-27 00:03:00,SEK,SE8902HWWI70855528580462,Sweden
SE8902CDJH95141039369424,47865.47,Sweden,Gift to family member,4911,2025-03-18 08:12:00,SEK,SE8902NBIZ83446887518068,Sweden
SE8902GNES50129557296591,11169.81,Sweden,Freelance project payment,4912,2025-05-15 20:08:00,SEK,SE8902PFUA65955298845159,Sweden
SE8902XCIR72675281902466,25284.78,Sweden,Insurance payout,4913,2025-03-12 10:45:00,SEK,SE8902FBTR73223116722714,Sweden
SE8902VYBF24172056441453,23924.89,Sweden,Consulting fee,4914,2025-01-16 21:54:00,SEK,SE8902EGUE04752445182497,Sweden
SE8902WJDM26526890895791,5298.76,Sweden,Tax refund,4915,2025-01-17 17:35:00,SEK,SE8902XJXJ66998115817653,Sweden
SE8902KWJE25618757328979,11715.49,Sweden,Utility bill,4916,2025-03-26 17:59:00,SEK,SE8902NBPA53790596412090,Sweden
SE8902BWKM27720380863718,18181.76,Sweden,Mobile recharge,4917,2025-02-19 18:03:00,SEK,SE8902EJLS77341060789288,Sweden
SE8902EWZR85142291879165,13151.66,Sweden,Subscription fee,4918,2025-05-18 23:44:00,SEK,SE8902RFND18240718616184,Sweden
SE8902RPRH48981618994827,22069.33,Sweden,Tax refund,4919,2025-01-17 08:16:00,SEK,SE8902RFND18240718616184,Sweden
SE8902JYVV72673862515999,33087.03,Sweden,Subscription fee,4920,2025-03-16 06:48:00,SEK,SE8902IJUF89235594362096,Sweden
SE8902AXSS75904959058026,47927.99,Sweden,Payment for invoice #2024,4921,2025-03-08 22:36:00,SEK,SE8902AZMF62874749728667,Sweden
SE8902SICI51731283266081,20706.68,Sweden,Tax refund,4922,2025-01-20 18:29:00,SEK,SE8902QBPI92232356394837,Sweden
SE8902IGKY05275707479128,29060.08,Sweden,Tax refund,4923,2026-01-25 16:14:00,SEK,SE8902WSFB21589079568833,Sweden
SE8902YLUL42869164891487,22649.60,Sweden,Salary payment,4924,2025-01-20 17:56:00,SEK,SE8902STXO91790409285299,Sweden
SE8902QLYH24628869288269,16785.33,Sweden,Consulting fee,4925,2025-03-25 20:35:00,SEK,SE8902YOEW30639718787528,Sweden
SE8902XCIR72675281902466,16249.67,Sweden,Tax refund,4926,2025-02-24 17:08:00,SEK,SE8902TVXK53170573534289,Sweden
SE8902LHUA50734331657544,15450.64,Sweden,Freelance project payment,4927,2025-04-18 21:01:00,SEK,SE8902ZZYD33218163616915,Sweden
SE8902ZRRV53604198996393,40597.93,Sweden,Subscription fee,4928,2025-03-16 23:05:00,SEK,SE8902IASU37111569398010,Sweden
SE8902NOWZ09781738609160,30009.47,Sweden,Loan repayment,4929,2025-02-25 10:45:00,SEK,SE8902ZDZF35824709915348,Sweden
SE8902XFDS45905033879975,25634.80,Sweden,Consulting fee,4930,2025-05-03 08:28:00,SEK,SE8902VQDV44258038827151,Sweden
SE8902EQCK63728076800609,36825.95,Sweden,Insurance payout,4931,2025-05-06 06:12:00,SEK,SE8902LUYC21483942556730,Sweden
SE8902XNVC89027044051893,13629.77,Sweden,Payment for invoice #2653,4932,2025-02-27 03:37:00,SEK,SE8902UGGW38274485777478,Sweden
SE8902FVFT61557043346714,9430.69,Sweden,Reimbursement for travel,4933,2025-01-27 10:19:00,SEK,SE8902FOXC84791598609467,Sweden
SE8902TTXT03943566438167,42057.22,Sweden,Loan repayment,4934,2025-03-22 15:16:00,SEK,SE8902VANG86827956202560,Sweden
SE8902QSEZ62900642158291,1459.62,Sweden,Salary payment,4935,2025-03-22 20:07:00,SEK,SE8902GYOU97729788286246,Sweden
SE8902NSZV23305609626569,3663.52,Sweden,Payment for invoice #4518,4936,2025-04-12 20:29:00,SEK,SE8902KSGB25510595835295,Sweden
SE8902HQID54921038055598,17767.65,Sweden,Rent transfer,4937,2025-03-27 13:35:00,SEK,SE8902GZKU10549826849499,Sweden
SE8902ERJA13877835143324,40363.83,Sweden,Salary payment,4938,2025-02-08 18:22:00,SEK,SE8902YFNV15788568473424,Sweden
SE8902XNTB41827621868449,37772.18,Sweden,Subscription fee,4939,2025-05-07 01:21:00,SEK,SE8902ONYK29813236113604,Sweden
SE8902WDJE85359881297343,22635.60,Sweden,Freelance project payment,4940,2025-01-28 16:34:00,SEK,SE8902SLBZ46706062219762,Sweden
SE8902KPIO16227949467449,13495.80,Sweden,Loan repayment,4941,2025-03-25 01:14:00,SEK,SE8902CYPH60544976843583,Sweden
SE8902XPKO29440306068239,43730.93,Sweden,Payment for invoice #4449,4942,2025-03-27 23:27:00,SEK,SE8902ZGKY70073543360198,Sweden
SE8902FOXC84791598609467,48169.90,Sweden,Subscription fee,4943,2025-03-26 20:47:00,SEK,SE8902DVSD57008700941701,Sweden
SE8902YRPI91283893221753,20680.70,Sweden,Loan repayment,4944,2025-02-27 21:05:00,SEK,SE8902DVQS82119924518238,Sweden
SE8902PSFY01211467765419,8576.12,Sweden,Unknown,4945,2025-03-12 00:39:00,SEK,SE8902DRNW01025820075953,Sweden
SE8902ZTYB33411513006359,13919.93,Sweden,Subscription fee,4946,2025-04-09 00:37:00,SEK,SE8902WSLA24954889786348,Sweden
SE8902UFZY41218181108055,13642.31,Sweden,Utility bill,4947,2025-03-07 04:34:00,SEK,SE8902WINU18325188489431,Sweden
SE8902GZAO49226888899471,38141.13,Sweden,Subscription fee,4948,2025-04-10 11:23:00,SEK,SE8902MQJP11380705638246,Sweden
SE8902GUBN02340962282734,42691.74,Sweden,Tax refund,4949,2025-03-27 14:32:00,SEK,SE8902PCFD04141042982858,Sweden
SE8902QYUK75923058440099,34427.75,Sweden,Unknown,4950,2025-02-01 04:33:00,SEK,SE8902RFND18240718616184,Sweden
SE8902ASTS23624054451805,7216.24,Sweden,Consulting fee,4951,2025-05-03 22:44:00,SEK,SE8902JPPD16064860435781,Sweden
SE8902OZOM23207181936410,10504.91,Sweden,Reimbursement for travel,4952,2025-02-02 23:07:00,SEK,SE8902JTIU30473679174736,Sweden
SE8902ETCY90517906060184,8731.64,Sweden,Gift to family member,4953,2025-01-04 03:57:00,SEK,SE8902PVNM34258841032637,Sweden
SE8902TARS73293766587552,32502.19,Sweden,Insurance payout,4954,2025-04-20 23:56:00,SEK,SE8902TTXT03943566438167,Sweden
SE8902EQCK63728076800609,16691.91,Sweden,Payment for invoice #5104,4955,2025-05-16 18:50:00,SEK,SE8902PEJL40222448009128,Sweden
SE8902AXQM18280403499014,20651.43,Sweden,Unknown,4956,2025-04-12 12:57:00,SEK,SE8902VSPR33562992730471,Sweden
SE8902IWLJ80369151603079,1734.86,Sweden,Consulting fee,4957,2025-04-29 11:35:00,SEK,SE8902RLHG01713064216795,Sweden
SE8902DJPX89629848207656,18790.10,Sweden,Freelance project payment,4958,2025-03-14 15:06:00,SEK,SE8902AORR62231578413137,Sweden
SE8902SEYF48760878274175,47583.46,Sweden,Subscription fee,4959,2025-01-14 16:04:00,SEK,SE8902REPT13055923984909,Sweden
SE8902PQAY31420284375015,44999.52,Sweden,Online purchase,4960,2025-03-10 21:29:00,SEK,SE8902YPLL97549313922893,Sweden
SE8902FUXQ13611890616632,24206.94,Sweden,Subscription fee,4961,2025-01-02 01:56:00,SEK,SE8902BOXY64871872720401,Sweden
SE8902RDFD79748993078910,33125.21,Sweden,Insurance payout,4962,2025-04-02 06:12:00,SEK,SE8902YXRL88472345282788,Sweden
SE8902CRWQ10550122839130,46272.61,Sweden,Mobile recharge,4963,2025-02-09 12:50:00,SEK,SE8902GRHA70024737117241,Sweden
SE8902VPUI15502095985231,25611.57,Sweden,Freelance project payment,4964,2025-03-01 21:19:00,SEK,SE8902GQAD77323256759071,Sweden
SE8902HRWG83554443123395,33597.83,Sweden,Gift to family member,4965,2025-05-06 04:09:00,SEK,SE8902JONV09925711868012,Sweden
SE8902GZKC59110904284187,45900.58,Sweden,Loan repayment,4966,2025-03-18 04:57:00,SEK,SE8902FWCH71102712794153,Sweden
SE8902KWSP63038857977275,26770.63,Sweden,Subscription fee,4967,2025-03-13 21:26:00,SEK,SE8902CKLN78195298715336,Sweden
SE8902MERM08934535145689,7782.50,Sweden,Loan repayment,4968,2025-05-12 18:20:00,SEK,SE8902GZAO49226888899471,Sweden
SE8902KVOL90407760349687,4228.92,Sweden,Mobile recharge,4969,2025-01-02 14:52:00,SEK,SE8902TEYP63912424658963,Sweden
SE8902XCHA19919213751955,35890.17,Sweden,Insurance payout,4970,2025-04-18 18:00:00,SEK,SE8902GAXX53411861552462,Sweden
SE8902TXWD68698852887733,27785.66,Sweden,Rent transfer,4971,2025-05-18 01:41:00,SEK,SE8902GZKG54552009162805,Sweden
SE8902PMAG08583189181534,8475.69,Sweden,Consulting fee,4972,2025-01-13 23:05:00,SEK,SE8902TCIS05326189768955,Sweden
SE8902ABDS01701364961907,4775.65,Sweden,Payment for invoice #4607,4973,2025-02-15 14:43:00,SEK,SE8902FKHS98022985303829,Sweden
SE8902MSKS70942503348697,16185.40,Sweden,Consulting fee,4974,2025-04-17 21:15:00,SEK,SE8902BPMW61406251979814,Sweden
SE8902AGTC76402704279286,17354.60,Sweden,Freelance project payment,4975,2025-03-06 02:12:00,SEK,SE8902PVDU32397262267370,Sweden
SE8902CTOV92367944039255,11761.76,Sweden,Insurance payout,4976,2025-05-08 03:33:00,SEK,SE8902FOXC84791598609467,Sweden
SE8902VFTG99252061459530,36233.87,Sweden,Rent transfer,4977,2025-03-26 02:21:00,SEK,SE8902FMGF16921362391617,Sweden
SE8902DJPX89629848207656,44576.31,Sweden,Loan repayment,4978,2025-01-19 08:44:00,SEK,SE8902YCCU23582343543594,Sweden
SE8902IRXN70281866292484,37343.78,Sweden,Insurance payout,4979,2025-02-03 16:27:00,SEK,SE8902FUAR93924916890637,Sweden
SE8902XFEK65570601507823,37314.61,Sweden,Tax refund,4980,2025-05-06 05:47:00,SEK,SE8902YHDH95624192716829,Sweden
SE8902RHZS07263432451114,14843.05,Sweden,Salary payment,4981,2025-02-18 13:07:00,SEK,SE8902EKEC92166161424949,Sweden
SE8902CUNN22125220865735,44496.89,Sweden,Tax refund,4982,2025-03-23 21:44:00,SEK,SE8902MQQY51782698732487,Sweden
SE8902DRXY50176432565193,6009.44,Sweden,Reimbursement for travel,4983,2025-04-10 13:10:00,SEK,SE8902PKJC56529381306922,Sweden
SE8902GYZA91851265600454,27845.52,Sweden,Gift to family member,4984,2025-05-02 21:14:00,SEK,SE8902IWYC64669423845053,Sweden
SE8902FITK67729451632648,4592.99,Sweden,Freelance project payment,4985,2025-05-07 06:09:00,SEK,SE8902XPHP30865499209335,Sweden
SE8902VPUI15502095985231,32422.64,Sweden,Utility bill,4986,2025-04-21 19:28:00,SEK,SE8902GKEP38370221536247,Sweden
SE8902UGUU35326815762231,21400.87,Sweden,Payment for invoice #6296,4987,2025-03-15 02:14:00,SEK,SE8902GUBN02340962282734,Sweden
SE8902PFMB93666687080636,30502.82,Sweden,Loan repayment,4988,2025-02-27 02:20:00,SEK,SE8902ADKD16230449646773,Sweden
SE8902KPIO16227949467449,17270.41,Sweden,Utility bill,4989,2025-03-26 00:36:00,SEK,SE8902ENZW25848870664611,Sweden
SE8902VCGO21843909614852,19896.82,Sweden,Subscription fee,4990,2025-05-12 19:46:00,SEK,SE8902GQAD77323256759071,Sweden
SE8902POUN96279557917869,35417.83,Sweden,Mobile recharge,4991,2025-04-22 12:23:00,SEK,SE8902OBNT50973876422839,Sweden
SE8902ATDH36917846037146,8997.00,Sweden,Utility bill,4992,2025-02-24 20:07:00,SEK,SE8902TJBO76009734317061,Sweden
SE8902UWHJ79819805055119,5376.94,Sweden,Subscription fee,4993,2025-04-21 06:06:00,SEK,SE8902CUNN22125220865735,Sweden
SE8902GBGP44172108348620,35924.47,Sweden,Subscription fee,4994,2025-02-02 01:34:00,SEK,SE8902UPMV66415672183575,Sweden
SE8902SPOT75366803801987,23405.80,Sweden,Unknown,4995,2025-01-10 04:16:00,SEK,SE8902TVXK53170573534289,Sweden
SE8902XBWW91028579125870,26883.29,Sweden,Freelance project payment,4996,2025-02-11 16:36:00,SEK,SE8902KJYB05100798381483,Sweden
SE8902OSUM31787311714438,16944.84,Sweden,Loan repayment,4997,2025-02-10 12:33:00,SEK,SE8902YHDH55973704252760,Sweden
