account_iban,reason,amount,sender_country,receiver_country
GB68ZZHZ30201799736323,incoming,48381.78,Lebanon,Sweden
SE8902JIRN62314882418604,incoming,9369.26,Sweden,Cuba
GB52DKVZ85068528904816,incoming,19646.95,Estonia,Sweden
SE8902VYBF24172056441453,incoming,10090.88,Sweden,Malaysia
SE8902ONYK29813236113604,incoming,39075.37,Sweden,Finland
SE8902KLMT84633622382072,incoming,12890.26,Sweden,Isle of Man
GB79KSUT90997230322626,outgoing,11013.35,Cuba,Sweden
SE8902VLZY43895735167710,incoming,41551.74,Sweden,Norfolk Island
SE8902GOTA27808705650145,incoming,2703.34,Sweden,Germany
GB73NDLK34445015732595,outgoing,7978.79,Tanzania,Sweden
SE8902DBWG37143242474670,outgoing,22607.93,Sweden,Hong Kong
GB43NXSE60832527349295,incoming,3001.63,Turkey,Sweden
SE8902FSHA42297476809642,incoming,32972.49,Sweden,Germany
GB70PUJF32872174385875,incoming,2686.77,,Sweden
SE8902ENMF86033537014424,outgoing,4263.77,Sweden,Estonia
SE8902MTEW80340871788369,incoming,35539.28,Sweden,Latvia
GB62FHRE02859990222455,outgoing,2424.56,Finland,Sweden
GB40RXTD07025092266527,outgoing,31709.93,Dominican Republic,Sweden
SE8902TDHG03930597785173,outgoing,34947.94,Sweden,Singapore
SE8902RNTE90201112878494,incoming,36449.98,Sweden,Finland
SE8902CKBV64663475183727,outgoing,18362.57,Sweden,Madagascar
GB20GYGC35615204546325,outgoing,10290.59,Nauru,Sweden
SE8902MKFC17006139746737,incoming,49897.91,Sweden,Mali
SE8902XNTB41827621868449,incoming,36125.57,Sweden,Finland
SE8902DGBN51946839388357,incoming,9994.05,Sweden,Poland
GB83JSGN13145505306817,incoming,41874.25,Poland,Sweden
GB23RRWJ19364405769698,incoming,5296.91,Korea,Sweden
SE8902ZQQX91042131747326,incoming,46502.68,Sweden,Finland
SE8902XARM90172386742244,outgoing,26664.4,Sweden,Denmark
SE8902SOSH76024453681329,outgoing,17361.59,Sweden,Germany
GB59FEKM05874788380937,outgoing,12469.18,Finland,Sweden
SE8902LACW59549122762926,incoming,15959.46,Sweden,Finland
SE8902SYOK34574595890962,incoming,34661.69,Sweden,Finland
SE8902BUFN52320844378385,outgoing,11182.65,Sweden,Saint Kitts and Nevis
SE8902FKHJ95461624405436,outgoing,33728.24,Sweden,Netherlands
GB69CZTB28191176592328,outgoing,8389.95,Niue,Sweden
SE8902KASG36290465086408,incoming,22323.58,Sweden,Island
SE8902EVCJ18582465780769,outgoing,3277.67,Sweden,Zambia
SE8902SCUS02208585217420,outgoing,13326.03,Sweden,Finland
GB13ZNWS49569433824064,outgoing,41884.89,Philippines,Sweden
GB38VJDP12996928377325,outgoing,2588.69,Turkmenistan,Sweden
GB55NVUS21731334733988,incoming,9821.3,Nauru,Sweden
GB62GMVC86088126426508,outgoing,42593.52,Montenegro,Sweden
GB93ROKM71165551431857,outgoing,3120.56,Tokelau,Sweden
SE8902YLUL42869164891487,incoming,1649.69,Sweden,Malaysia
SE8902OYBW39299291170957,outgoing,33788.49,Sweden,United States Minor Outlying Islands
SE8902MRZJ54641003814611,outgoing,36506.21,Sweden,Saint Kitts and Nevis
GB74EXZD86996085377739,outgoing,19407.15,Congo,Sweden
SE8902ZMIE92280783818806,outgoing,29720.03,Sweden,Estonia
SE8902ZWKL91581622045409,incoming,30260.76,Sweden,Estonia
SE8902FBTR73223116722714,outgoing,36893.3,Sweden,Germany
SE8902WCIT71011280885223,outgoing,47794.04,Sweden,Lebanon
GB98AEZI54512710155845,outgoing,33987.0,Poland,Sweden
GB17XGWE57725553986503,outgoing,21119.32,Estonia,Sweden
SE8902ZPHS02086856755015,incoming,32959.59,Sweden,Egypt
GB59JBRP82464318126649,incoming,40627.6,Sweden,
GB13WVBM48154271000892,incoming,46439.55,Jordan,Sweden
GB52LNPO75451613820069,outgoing,10693.46,Oman,Sweden
SE8902VJHZ33855900402507,outgoing,46297.76,Sweden,Belarus
SE8902WJDM26526890895791,outgoing,22725.44,Sweden,Brunei Darussalam
SE8902IQDI59898249098467,incoming,32206.09,Sweden,Israel
GB15DAYV83496058772134,incoming,45025.9,Finland,Sweden
GB38AGSU54534114609844,incoming,13130.71,Poland,Sweden
GB88NSDR39194646005338,outgoing,5914.33,Tunisia,Sweden
GB76TIQI93256080006257,outgoing,44917.44,Suriname,Sweden
SE8902TCIS05326189768955,outgoing,32540.79,Sweden,Israel
SE8902LUTP25647153659821,incoming,43782.28,Sweden,Nepal
SE8902FKHJ95461624405436,incoming,16246.08,Sweden,Finland
SE8902XFEK65570601507823,incoming,9524.94,Sweden,Poland
GB83ZREK99398342780871,outgoing,32929.39,Bahrain,Sweden
SE8902GAXX53411861552462,incoming,18699.36,Sweden,Island
GB10MLQX42043001311080,incoming,9392.2,Norway,Sweden
SE8902WPAU97779463181066,outgoing,34963.92,Sweden,Norway
GB67VMIF17596675286066,outgoing,26214.31,El Salvador,Sweden
SE8902SPMV06240825225975,outgoing,30541.72,Sweden,Estonia
GB05VAAE40571068545545,outgoing,8988.55,Denmark,Sweden
SE8902TVVW07944483518187,incoming,27275.71,Sweden,United States of America
GB21WSZQ53304322888286,incoming,21079.78,Suriname,Sweden
GB94OOEJ06872500145943,outgoing,17046.65,Norway,Sweden
SE8902SABF96781999798332,incoming,12313.76,Sweden,Mauritania
SE8902PFCZ88971783919966,incoming,14499.65,Sweden,Poland
GB22DVIE83062297535798,outgoing,6198.86,Montenegro,Sweden
GB96NPKS79977985829141,outgoing,31607.74,Korea,Sweden
SE8902GZKG54552009162805,outgoing,27025.95,Sweden,Poland
GB17KBWG42285795389844,outgoing,43344.93,Egypt,Sweden
SE8902IQGU69949540367787,outgoing,29692.2,Sweden,Cocos (Keeling) Islands
SE8902TJON16189488376725,outgoing,18706.98,Sweden,Gibraltar
GB66NKKB02803270120764,incoming,19602.88,Jordan,Sweden
GB40LVYZ53308918358707,outgoing,47445.25,Denmark,Sweden
GB50OQNM35233251446767,outgoing,240.87,Estonia,Sweden
GB64JFFR04798786723572,incoming,32568.94,Qatar,Sweden
SE8902ZTXO23071825012027,incoming,233.63,Sweden,Finland
SE8902PLXR29095818137187,incoming,35886.38,Sweden,Poland
SE8902OTGT26923733226539,outgoing,16411.9,Sweden,New Caledonia
GB31FOQV68370388736810,outgoing,7479.36,United States Minor Outlying Islands,Sweden
GB94CAHL25324769230942,outgoing,25268.02,New Caledonia,Sweden
GB18TFGQ99440881421804,outgoing,35268.76,Rwanda,Sweden
GB58ADLV11083362361542,outgoing,40028.07,Anguilla,Sweden
SE8902YEDJ01205803951858,outgoing,47446.07,Sweden,Turkmenistan
GB94ETFF50144002643320,outgoing,27398.0,Gambia,Sweden
GB20UHMM83537523884619,incoming,3934.05,Lao People's Democratic Republic,Sweden
GB35JBMF64374016972974,outgoing,5860.97,Palau,Sweden
SE8902JPEZ29549435970218,outgoing,9843.98,Sweden,Antigua and Barbuda
GB06RJZX31913020751411,outgoing,35120.77,Namibia,Sweden
SE8902TGSS63115928762234,incoming,46621.63,Sweden,Comoros
SE8902WJDM26526890895791,outgoing,21216.19,Sweden,Island
GB25LBCU81536867420959,outgoing,11354.52,Island,Sweden
GB59MSPF27456271629412,incoming,49764.88,Denmark,Sweden
GB76DAYY29175282749925,outgoing,10332.87,Turkmenistan,Sweden
GB29SXYN19879080535454,incoming,10384.43,Nicaragua,Sweden
SE8902RHZS07263432451114,incoming,5577.9,Sweden,Finland
SE8902PLXR29095818137187,outgoing,44694.41,Sweden,Puerto Rico
SE8902CYPH60544976843583,outgoing,351.47,Sweden,Finland
SE8902PZDL59107473276443,outgoing,24732.09,Sweden,Colombia
SE8902TTCV22659277900658,incoming,28422.47,Sweden,Norway
GB74LPXV55639960671559,outgoing,29065.01,Holy See (Vatican City State),Sweden
GB79VMQR81898290558677,outgoing,4466.5,Zimbabwe,Sweden
SE8902MURT68729362533248,outgoing,9002.13,Sweden,Angola
SE8902ECCJ86383227351359,outgoing,24915.41,Sweden,Malawi
SE8902DOSN50610060091936,incoming,29411.21,Sweden,United Arab Emirates
GB46WFEU99677752439892,incoming,34916.86,Jersey,Sweden
SE8902QOLP68576231602784,incoming,27336.41,Sweden,Island
GB42LXVH99798906559926,incoming,16122.79,Tokelau,Sweden
GB33YPRG35579571866575,incoming,6724.57,Island,Sweden
SE8902XWUV40935991476872,outgoing,2491.23,Sweden,Sierra Leone
GB27ZHKL94730395062842,outgoing,33335.61,Lebanon,Sweden
GB89YLBO18010240823747,incoming,46587.04,Antarctica (the territory South of 60 deg S),Sweden
GB36GWDL52875404531319,incoming,9115.66,Lebanon,Sweden
SE8902MJJU05220306140238,incoming,20483.48,Sweden,Aruba
GB14HZFQ98332386864533,incoming,2327.02,Poland,Sweden
GB07VGIW05371713702664,incoming,575.02,New Zealand,Sweden
SE8902FPGB53740832393246,outgoing,47412.58,Sweden,Honduras
SE8902XCHA19919213751955,incoming,14110.24,Sweden,Island
SE8902YXRL88472345282788,outgoing,14433.92,Sweden,Christmas Island
SE8902QASC32307460643773,outgoing,14596.72,Sweden,Liechtenstein
GB76JJRF99004595532627,outgoing,843.24,Samoa,Sweden
GB77UMPT06549406182741,incoming,11361.53,Martinique,Sweden
GB74GXYA92987615810098,outgoing,46232.76,Germany,Sweden
GB53MYVC54551399007018,outgoing,47045.73,Island,Sweden
SE8902MJPO40977388006286,outgoing,13082.56,Sweden,Denmark
SE8902SVQW25123995841385,outgoing,44365.77,Sweden,Sri Lanka
SE8902VCGO21843909614852,outgoing,25771.59,Sweden,Morocco
GB79QTLB23449957696407,outgoing,39847.81,Poland,Sweden
GB98UVSI91752161984365,outgoing,18326.18,Jersey,Sweden
SE8902AQCO44387324377348,outgoing,14788.65,Sweden,Ethiopia
GB78YKRV36523563790564,outgoing,16512.75,Senegal,Sweden
SE8902UJGR36411837401781,incoming,47318.87,Sweden,Serbia
SE8902WGFJ72090874836772,incoming,20148.61,Sweden,Syrian Arab Republic
SE8902LUYC21483942556730,outgoing,49542.89,,Sweden
GB13FGCH21565195297582,outgoing,19932.55,Poland,Sweden
GB28GPZE88766449868083,outgoing,7828.44,Djibouti,Sweden
GB78UCLW82077113229275,incoming,39472.12,Armenia,Sweden
SE8902CWGG49250440286257,incoming,23418.06,Sweden,Norway
SE8902LYWY52207782370009,outgoing,32358.9,Sweden,Guinea
SE8902QSEX48124440213093,outgoing,48761.08,Sweden,Vietnam
SE8902IQDI59898249098467,incoming,34321.06,Sweden,Sao Tome and Principe
SE8902LCFU45262185232485,outgoing,20866.1,Sweden,Solomon Islands
SE8902MJIL81207705272655,outgoing,35375.0,Sweden,Faroe Islands
GB38CZJN60080214830698,outgoing,10317.36,Tajikistan,Sweden
SE8902KIDF78947091109600,incoming,32670.83,Sweden,Niue
SE8902MQQY51782698732487,outgoing,25604.84,Sweden,Reunion
GB90FXOL65196081802142,incoming,45736.86,Vanuatu,Sweden
SE8902EMIT82352727650511,incoming,46269.69,Sweden,Maldives
GB06UOYE46114006317472,outgoing,13217.37,Belgium,Sweden
GB66GKNL00401170052055,incoming,7591.49,Norway,Sweden
GB60BKWQ22016236323328,outgoing,40618.85,Estonia,Sweden
SE8902HNSY33169866302829,outgoing,22455.84,Sweden,Pakistan
GB19ABLM64094979909308,outgoing,1824.82,Guatemala,Sweden
GB89SESJ30150300832753,outgoing,28292.98,Rwanda,Sweden
SE8902XFGN05965642065136,incoming,21264.61,Sweden,Lesotho
GB84QFZP45082739158862,incoming,997.86,Norway,Sweden
GB57SSCE66903414386148,incoming,21605.32,Island,Sweden
GB18FJXX13668204391640,outgoing,13413.78,Poland,Sweden
GB80OYIL03051867985472,incoming,17937.06,Greenland,Sweden
SE8902YFVN11147137534118,outgoing,23273.16,Sweden,Cote d'Ivoire
GB34VUJD41958379521521,outgoing,19997.1,Belize,Sweden
GB73BPTK43803279555211,incoming,32826.25,Guinea-Bissau,Sweden
GB61EQNN59927827138208,incoming,37529.66,Indonesia,Sweden
SE8902CYPH60544976843583,outgoing,38370.85,Sweden,Cote d'Ivoire
GB79AHIC89269678079696,outgoing,7727.22,Palau,Sweden
SE8902XYRM52103884724966,outgoing,23161.73,Sweden,Angola
SE8902CFVM08634732646774,outgoing,41445.38,Sweden,Egypt
GB51MHIW47049430701275,incoming,39018.35,Western Sahara,Sweden
SE8902VPUM81969837191902,incoming,31902.84,Sweden,Faroe Islands
GB95ZLEV02318443152330,outgoing,20339.54,Reunion,Sweden
GB74QQAS33735132984076,incoming,17221.79,Estonia,Sweden
SE8902RDFD79748993078910,outgoing,24781.42,Sweden,Ghana
SE8902NBJB19095650975525,incoming,45867.77,Sweden,Grenada
SE8902DDDT67161166312580,outgoing,7037.07,Sweden,Niue
GB79JPGZ98160137516657,incoming,18164.29,Thailand,Sweden
SE8902JDXF35466571430209,incoming,48752.48,Sweden,Germany
GB80IVPK35822582690779,incoming,10568.14,United States of America,Sweden
GB53CPQI79240781775791,incoming,9029.89,Finland,Sweden
GB97QDIC48157714652739,outgoing,19828.26,Nigeria,Sweden
SE8902EBWI20739935052200,outgoing,43077.17,Sweden,Israel
GB81GIJP24930251305912,incoming,20208.9,Sweden,
GB59WRXG66880416100922,incoming,25879.43,Saint Helena,Sweden
GB09BMQM84840836683184,outgoing,33838.39,Marshall Islands,Sweden
GB61GOLY43902153015233,outgoing,7115.3,Bhutan,Sweden
GB58AXKN00749058085238,outgoing,11247.95,South Africa,Sweden
SE8902CRKA97370313824795,outgoing,20027.71,Sweden,Kiribati
SE8902RTPP26534696624492,incoming,44839.11,Sweden,Niue
GB11RVHN36418041162826,incoming,22005.62,Cape Verde,Sweden
SE8902JXNJ08943900596647,incoming,22660.64,Sweden,Bahrain
GB36QQAW78901394732415,incoming,7235.08,Estonia,Sweden
GB45WBBG95617817585336,outgoing,22556.29,Austria,Sweden
GB66OUVN59858569454405,outgoing,33837.13,United Arab Emirates,Sweden
SE8902ORAT65143572227414,outgoing,43225.6,Sweden,Faroe Islands
SE8902QVVH33425126369593,incoming,19309.38,Sweden,Estonia
SE8902BADO65968898453667,outgoing,4177.72,Sweden,Maldives
SE8902ZKUQ38316655030762,outgoing,32587.71,Sweden,Cote d'Ivoire
GB21NPLZ52227412386021,outgoing,12722.81,Cayman Islands,Sweden
SE8902BTKI53390685216432,incoming,1171.4,Sweden,Norway
SE8902SYOK34574595890962,incoming,41076.9,Sweden,Latvia
GB22QJIF62064989466946,outgoing,23751.54,Tonga,Sweden
GB62GFKO75799701521112,incoming,12081.42,Azerbaijan,Sweden
GB92GHWR93393484633508,outgoing,7887.87,Estonia,Sweden
GB78GFBU80278100525946,incoming,36584.12,Tunisia,Sweden
GB20PUFV57737827961838,outgoing,48835.82,Poland,Sweden
GB02GMXA44744080933766,outgoing,22643.1,Poland,Sweden
GB71VEBE76363555092384,incoming,9335.1,Afghanistan,Sweden
SE8902JDXF35466571430209,outgoing,42700.71,Sweden,Myanmar
SE8902YWZE35031868738690,incoming,36925.17,Sweden,Estonia
GB67DUJC19346621348906,outgoing,7234.09,Tajikistan,Sweden
SE8902IDYW61560887680926,outgoing,13879.74,Sweden,Cocos (Keeling) Islands
GB66RTLX66718357356732,incoming,47452.14,Uzbekistan,Sweden
SE8902TKZA24932488770695,incoming,17534.17,Sweden,Bahamas
GB50WWMU48649934076820,incoming,31362.03,Afghanistan,Sweden
SE8902WYLP16417283310059,incoming,37688.49,Sweden,Lao People's Democratic Republic
GB08XVII67502131676408,outgoing,37067.79,Norway,Sweden
GB76ACFI19515122150933,outgoing,4157.48,Poland,Sweden
GB33HZYZ20491459283655,incoming,15677.24,Indonesia,Sweden
SE8902TVFH53282057943154,outgoing,13394.3,Sweden,Sao Tome and Principe
GB14INYZ63870071983585,incoming,44901.13,Denmark,Sweden
SE8902JYDD80497877012989,outgoing,16718.55,Sweden,Lithuania
GB44QEXA04173986694719,incoming,9453.46,Sweden,
SE8902HQID54921038055598,incoming,18066.29,Sweden,United States Virgin Islands
SE8902TKNC87869236455689,outgoing,42850.05,Sweden,Iran
SE8902RWKL37240797745939,incoming,13412.39,Sweden,Isle of Man
GB77RFBX03436622714832,incoming,42246.42,Poland,Sweden
SE8902ZDQZ85735825212197,incoming,2244.34,Sweden,Finland
GB35JUJI10887358892917,outgoing,24200.2,Netherlands Antilles,Sweden
GB83DXKQ30027736533800,incoming,3344.03,Saint Barthelemy,Sweden
SE8902PFCZ88971783919966,outgoing,7880.75,Sweden,Guernsey
GB30WKEN25244242280335,incoming,35087.7,Australia,Sweden
GB92SJBQ36379517898338,incoming,43340.29,Argentina,Sweden
SE8902FWBT85916441228504,outgoing,34373.39,Sweden,Bosnia and Herzegovina
GB70RVBG81381915536199,incoming,42922.7,Poland,Sweden
GB55VEWW77693231879123,incoming,8712.14,Denmark,Sweden
GB71ESJV76154948130933,incoming,40448.88,Palestinian Territory,Sweden
SE8902PUFG51102457949170,outgoing,44177.96,Sweden,Denmark
SE8902UBER10237927754278,outgoing,10580.08,Sweden,Isle of Man
SE8902ADKD16230449646773,outgoing,22014.0,Sweden,Papua New Guinea
SE8902BQOF94784189390061,outgoing,34456.45,Sweden,Azerbaijan
SE8902WGFJ72090874836772,incoming,8416.98,Sweden,Solomon Islands
SE8902MPBO87772633723937,outgoing,4487.62,,Gibraltar
GB54HFAS50819983962590,incoming,30131.28,United States of America,Sweden
SE8902APMC92937900903172,outgoing,32761.1,Sweden,Germany
SE8902IACG54044232519044,incoming,21293.2,Sweden,Island
SE8902QJYU26909657286044,outgoing,2595.86,Sweden,Jersey
GB07RLAB18178436845939,outgoing,33830.95,Tuvalu,Sweden
SE8902KFZW27637456654899,outgoing,29635.45,Sweden,French Southern Territories
GB76DUCH02646008349324,incoming,4218.46,Uganda,Sweden
GB92BFIJ60842055533594,outgoing,41246.91,Chad,Sweden
GB12XVNC80639926432970,outgoing,47017.41,Philippines,Sweden
SE8902SJVO55654185313291,incoming,4051.12,Sweden,Uruguay
GB03HBNZ12413667429755,incoming,16521.18,Estonia,Sweden
GB69OCVM01115797441637,outgoing,32472.34,Denmark,Sweden
SE8902FMID10536679996597,incoming,35621.5,Sweden,Colombia
GB27NYXT32407374514452,outgoing,21280.67,Libyan Arab Jamahiriya,Sweden
GB64FOFH72339838201186,outgoing,26778.75,Maldives,Sweden
GB22ALMC82271843061783,incoming,16192.78,Spain,Sweden
SE8902PBJH90393502972632,outgoing,16888.48,Sweden,Bahrain
SE8902IQRO13056391101908,incoming,9154.39,Sweden,Romania
GB20RRSQ75673709561778,incoming,5165.36,Belize,Sweden
GB37KWTX16130467679940,incoming,35360.67,Djibouti,Sweden
SE8902IGPY15346785802644,outgoing,10269.48,Sweden,Sri Lanka
GB76LFSI62509036334218,outgoing,31492.39,Seychelles,Sweden
GB93ASFG05979803556323,incoming,26722.08,Sri Lanka,Sweden
SE8902GXKS66714923613080,outgoing,16083.1,Sweden,Estonia
SE8902WOBG56284432759181,incoming,34678.37,Sweden,Uganda
SE8902OEQF58082660806550,incoming,47408.97,Sweden,Kazakhstan
SE8902TEZZ10595111121627,incoming,38439.71,Sweden,Turkmenistan
GB72NYKM91212961661245,outgoing,1354.83,Pitcairn Islands,Sweden
SE8902RHZS07263432451114,outgoing,11475.29,Sweden,Afghanistan
GB36HWZX48985923223700,outgoing,5615.39,India,Sweden
GB77LMVV58404386356898,incoming,28698.06,India,Sweden
SE8902OGIL87909531470185,incoming,1820.62,Sweden,Denmark
SE8902TMHA72646385787943,outgoing,7373.37,Sweden,Vietnam
SE8902KMID87590796935719,incoming,41573.72,Sweden,Turks and Caicos Islands
GB50TVXC29765794187893,incoming,20554.84,Vietnam,Sweden
SE8902JIJC96071565969922,outgoing,11743.35,Sweden,Estonia
GB84RCTT10864562911859,outgoing,5416.4,Denmark,Sweden
SE8902FMGF16921362391617,incoming,27161.85,Sweden,Korea
SE8902IGKY05275707479128,outgoing,13931.83,Sweden,El Salvador
SE8902RCMP67198715313709,outgoing,11255.27,Sweden,Denmark
SE8902ZQTF23438409122635,outgoing,29674.63,Sweden,Brunei Darussalam
SE8902GDTV65148682209789,outgoing,2251.99,Sweden,Croatia
GB26QVXF46634840888565,incoming,17251.64,Nigeria,Sweden
GB85VEWZ81727121301724,incoming,15984.14,Denmark,Sweden
SE8902TCZM12187781824588,outgoing,11336.84,Sweden,Colombia
SE8902PVDU32397262267370,incoming,29571.85,Sweden,Germany
GB89XKUM45783957299770,outgoing,43736.15,Korea,Sweden
SE8902REOE84824920257605,incoming,25636.64,Sweden,Albania
SE8902WNIP57815146708414,incoming,24264.47,Sweden,United States Virgin Islands
SE8902AMRJ75051497335013,outgoing,23100.17,Sweden,Island
GB60JINP23833315869170,outgoing,36172.78,Benin,Sweden
GB36KDYF83505208766500,outgoing,38593.17,Norway,Sweden
SE8902FOXC84791598609467,incoming,42186.04,Sweden,Uganda
SE8902ZIPR73751541971020,outgoing,11418.3,Sweden,Norway
GB71GCFF86829415002125,incoming,15827.48,Montenegro,Sweden
SE8902GBGP44172108348620,outgoing,19497.7,Sweden,Congo
GB78TWQZ75918597080057,incoming,13726.78,Poland,Sweden
SE8902FQLC01698765585803,outgoing,32154.39,Sweden,Svalbard & Jan Mayen Islands
SE8902CUOA55859966187343,incoming,48115.63,Sweden,Seychelles
GB47VTGX35704144657130,outgoing,43187.49,Norway,Sweden
SE8902DGRO18476288845448,incoming,34757.05,Sweden,Poland
SE8902WEPX09489049975102,outgoing,12081.64,Sweden,Maldives
GB42ICIF67954181283432,incoming,17443.24,Estonia,Sweden
SE8902GKEP38370221536247,incoming,29723.18,Sweden,Denmark
SE8902SPLA84551710891296,outgoing,30878.91,Sweden,Nepal
GB39IVMF57154480607015,incoming,28137.8,Georgia,Sweden
GB93IFOV51004060029207,incoming,12866.01,Togo,Sweden
SE8902RXQC04091454093931,incoming,21425.06,Sweden,Estonia
SE8902VJHZ33855900402507,incoming,12017.72,Sweden,Hungary
GB72QUGI76494739957758,outgoing,41023.05,Tanzania,Sweden
SE8902CZMN06754312018557,outgoing,1841.87,Sweden,Bolivia
GB75XFMA11035218445781,incoming,44662.65,Poland,Sweden
GB51RJGX99103173201428,outgoing,3448.14,Finland,Sweden
SE8902PYVE63223607468293,incoming,24329.32,Sweden,Netherlands
SE8902KNBO14478747094323,incoming,12289.66,Sweden,Denmark
GB85UQHH01416991710409,incoming,43817.82,Barbados,Sweden
SE8902YWYE88254254671994,outgoing,38529.25,Sweden,Ukraine
SE8902IQAS41209315371860,incoming,45152.68,Sweden,Chile
SE8902YRJE25577068372391,incoming,27780.65,Sweden,Germany
SE8902VEIB72029945509184,outgoing,24070.02,Sweden,Zimbabwe
SE8902AZXE66883467511248,outgoing,45218.54,Sweden,France
SE8902JLFC48207582147190,incoming,22573.61,Sweden,Chile
GB94JFNM97248143926290,incoming,34530.84,Isle of Man,Sweden
SE8902SILE68578227700598,incoming,15752.87,Sweden,Martinique
SE8902GTZD12314857392944,outgoing,26889.82,Sweden,Switzerland
GB43LSHJ90569252594187,outgoing,26969.76,Antarctica (the territory South of 60 deg S),Sweden
GB50BIXC01478079683517,outgoing,11433.41,Tunisia,Sweden
GB90DFTE08147205331274,outgoing,21040.98,Trinidad and Tobago,Sweden
SE8902FXEO42999261877496,incoming,42516.39,Sweden,Lithuania
GB15VCEZ30989697453670,outgoing,42073.65,Philippines,Sweden
GB25UXCI61130597305371,incoming,44647.82,Mali,Sweden
GB96UFUB70188833159871,outgoing,32584.87,Finland,Sweden
GB72RGUA37941390887441,incoming,6443.77,Taiwan,Sweden
SE8902IJUF89235594362096,incoming,8719.41,Sweden,Nicaragua
SE8902LDPN73303918695424,outgoing,39597.33,Sweden,Nigeria
GB61ZAOJ15220252547642,outgoing,14014.34,Georgia,Sweden
GB15VUIQ08153643575138,incoming,49574.48,Kazakhstan,Sweden
SE8902THMG75207589410634,outgoing,32757.74,Sweden,Oman
SE8902JXAL47272008936438,incoming,7496.27,Sweden,Turkey
GB40EXRH12164933444860,incoming,2538.62,Denmark,Sweden
SE8902FQLC01698765585803,incoming,20302.4,Sweden,Denmark
SE8902FGVS05404234689422,incoming,26494.56,Sweden,Poland
GB61RYNO60420183203080,outgoing,11615.33,Denmark,Sweden
SE8902RCRK00671714230376,outgoing,21493.02,Sweden,Samoa
GB59XVXL58150964600502,outgoing,14356.89,Estonia,Sweden
GB89IDEO82209715640078,outgoing,6984.69,Jordan,Sweden
GB10NXGT85736372999729,incoming,27787.41,Greenland,Sweden
GB02WUXK50812367477996,outgoing,14070.91,Bolivia,Sweden
SE8902QYSY81014676327000,incoming,20171.04,Sweden,Ireland
GB65IEVZ76263215353928,outgoing,19910.12,Denmark,Sweden
GB11JRVJ27234763099591,incoming,14332.66,Tajikistan,Sweden
SE8902BTKI53390685216432,incoming,23508.58,Sweden,Germany
GB16IVTX10317835135618,incoming,18905.2,Island,Sweden
SE8902EWKS60852595775659,outgoing,42917.63,Sweden,Cuba
GB22XLAC38201788763664,incoming,15977.26,Denmark,Sweden
SE8902LSEC82086405777991,outgoing,41555.22,Sweden,Denmark
GB37LDOD42771886064872,outgoing,17471.51,Island,Sweden
SE8902UXKG57479907330381,incoming,2825.28,Sweden,Norway
SE8902OWWY66208651137307,incoming,4367.34,Sweden,Congo
GB56ESXN57149503556047,outgoing,15146.97,Cameroon,Sweden
GB20QPYR42067499275636,incoming,23883.72,Poland,Sweden
GB73UZTW69755069287185,incoming,25264.8,Cape Verde,Sweden
SE8902ZEJN42200086959831,incoming,4224.53,Sweden,Vanuatu
SE8902IAZC69283036911026,incoming,16607.7,Sweden,Poland
GB29ATUB68972964954340,incoming,5842.83,Swaziland,Sweden
GB82IVSS96298746836368,outgoing,18269.4,Pitcairn Islands,Sweden
SE8902JFQL02168511886094,incoming,6535.73,Sweden,Gibraltar
SE8902YIXR29588609244770,outgoing,15311.81,Sweden,Jordan
SE8902FMID10536679996597,outgoing,40202.19,Sweden,Falkland Islands (Malvinas)
SE8902NQVT00867426002134,outgoing,43826.39,Sweden,Panama
GB97YFWK90705805176640,incoming,21973.78,Monaco,Sweden
GB50TLVD91744025987111,incoming,25565.16,Indonesia,Sweden
SE8902SPLA84551710891296,outgoing,46519.28,Sweden,Kuwait
SE8902EUXF81891691396825,incoming,27028.05,Sweden,Iraq
GB56JOCQ89997297559568,incoming,11538.68,Germany,Sweden
GB69ZCWW64939635377463,incoming,45280.53,French Guiana,Sweden
SE8902RPNT79114466986103,incoming,30676.45,Sweden,Western Sahara
GB16OIEJ39695462566786,incoming,5534.46,Denmark,Sweden
SE8902AORR62231578413137,outgoing,7525.1,Sweden,Finland
GB25GCIO71779698481808,incoming,15527.54,Poland,Sweden
GB08LGFX14063712614909,outgoing,4758.34,Estonia,Sweden
GB20ONBI83757960103427,outgoing,29025.48,Poland,Sweden
GB44DAUV18452422271108,incoming,28305.96,Poland,Sweden
SE8902TCZL47145018856917,outgoing,15083.73,Sweden,French Guiana
GB82CPKN14852979041268,outgoing,20446.36,Indonesia,Sweden
GB69JDBV88019912381643,outgoing,22156.31,Norway,Sweden
SE8902BRZE40142159892187,outgoing,36553.42,Sweden,Ghana
SE8902CHPG90425118808478,incoming,11463.29,Sweden,Haiti
SE8902ANWR22887008474492,outgoing,16163.78,Sweden,
GB92VTLY89384460153921,outgoing,40655.66,Bulgaria,Sweden
SE8902TSLW64629501935121,outgoing,24032.74,,Sweden
SE8902LNMM65005427787530,incoming,407.3,Sweden,Germany
SE8902NKXR00859309312215,incoming,39065.52,Sweden,Australia
SE8902FQVQ38132937638029,outgoing,44854.27,Sweden,Austria
SE8902THHW31823034276516,incoming,29465.08,Sweden,Estonia
SE8902HWWI70855528580462,outgoing,5445.4,Sweden,Saint Martin
SE8902ARJI52424267786590,outgoing,219.92,Sweden,Korea
